,0,1
Trump 13," Poets, songwriters & some athletes are insirational. TRUMP IS A CANCER.He should be surgically extracted.",2016-06-09 07:39:30
Trump 14," # Trump in 2016 Temp:Crab Orchard, Ky."":69.6°F Wind:0.0mph Pressure: 30.03hpa Rising slowly Rain Today 0.00in. Forecast: Settled fine",2016-06-09 07:35:02
Trump 15," Trump University Told Recruiters to Target Single Parents With Hungry Kids http://nymag.com/daily/intelligencer/2016/05/trump-u-targeted-single-parents-with-hungry-kids.html?mid=twitter-share-di … pic.twitter.com/BVizIY4vFM"" @ cherokeesher2",2016-06-09 07:30:27
Trump 16," # Trump in 2016 Temp:Crab Orchard, Ky."":70.0°F Wind:0.0mph Pressure: 30.03hpa Rising slowly Rain Today 0.00in. Forecast: Settled fine",2016-06-09 07:30:02
Trump 17," to ME, this is nothing to argue over. Let Trump get in. I love you all! Be great! @ Caese_Rulez @ rolandsmartin @ drjlastword",2016-06-09 07:26:07
Trump 18," # Trump in 2016 Temp:Crab Orchard, Ky."":70.2°F Wind:0.0mph Pressure: 30.03hpa Rising slowly Rain Today 0.00in. Forecast: Settled fine",2016-06-09 07:25:02
Trump 19," ""Pfizer CEO Can’t “Distinguish Between the Policies” of Donald Trump and Hillary PERHAPS, JUST LYIN'DONNIE'S CIALIS http://interc.pt/1XaLULl",2016-06-09 07:21:51
Trump 20," # Trump in 2016 Temp:Crab Orchard, Ky."":70.3°F Wind:0.0mph Pressure: 30.03hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-09 07:20:02
Trump 21," awesome! Im glad Utahns arent down with the Islamophobia, bigotry,racism,sexism,& fraud Trump brings! We need 2 fight the hate!",2016-06-09 07:17:17
Trump 22, Kerfuffle !!,2016-06-09 07:16:27
Trump 23," # Trump in 2016 Temp:Crab Orchard, Ky."":70.5°F Wind:0.0mph Pressure: 30.03hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-09 07:15:02
Trump 24, I know Trump gon get a few nigga votes just off GP. An open racist is much more respected than them snake in the grass types. (Hillary),2016-06-09 07:12:34
Trump 25," # Trump in 2016 Temp:Crab Orchard, Ky."":70.7°F Wind:0.0mph Pressure: 30.03hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-09 07:10:02
Trump 26," # Trump in 2016 Temp:Crab Orchard, Ky."":70.7°F Wind:0.0mph Pressure: 30.00hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-09 07:05:02
Trump 27, Trump can't save his sociopathic rants.,2016-06-09 07:03:28
Trump 28," Oh, Please. Grow a brain.pic.twitter.com/mOEmHIqtKo",2016-06-09 07:01:38
Trump 29," # Trump in 2016 Temp:Crab Orchard, Ky."":70.9°F Wind:0.0mph Pressure: 30.00hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-09 07:00:02
Trump 30, . @ IngrahamAngle: has the recipe for @ realDonaldTrump to win the Presidency & she is the best analyst on @ FoxNews! # Trump2016 # NeverHillary,2016-06-09 06:59:04
Trump 31, the American people are trying to decide their future by standing by Trump the only honest candidate in the running Love U Bernie,2016-06-09 06:58:54
Trump 32, DETAILS: LogCabinRepublicans's Juan Hernandez says he was repeatedly punched by anti-Trump protesters at rally.… http://toplocalnow.com/united-states/california/san-francisco …,2016-06-09 06:55:43
Trump 33, # Stigmabase | AM - Is Donald Trump Racist? Here's What the Record Shows - In between these remarks he managed to… http://dlvr.it/LWLrMp,2016-06-09 06:55:09
Trump 34, # Stigmabase | AM - Is Donald Trump Racist? Here's What the Record Shows - In between these remarks he managed to… http://dlvr.it/LWLrG8,2016-06-09 06:55:07
Trump 35, # Stigmabase | AM - Is Donald Trump Racist? Here's What the Record Shows - In between these remarks he managed to… http://dlvr.it/LWLr8D,2016-06-09 06:55:06
Trump 36," # Trump in 2016 Temp:Crab Orchard, Ky."":71.1°F Wind:1.1mph Pressure: 30.00hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-09 06:55:02
Trump 37," # Trump in 2016 Temp:Crab Orchard, Ky."":71.2°F Wind:0.0mph Pressure: 30.00hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-09 06:50:02
Trump 38, @ BuzzFeedNews This is what happens when you feel compelled to defend Trump.,2016-06-09 06:45:52
Trump 39, The Many Delusions of Donald Trump http://dlvr.it/LWLk6D,2016-06-09 06:45:39
Trump 40," # Trump in 2016 Temp:Crab Orchard, Ky."":71.4°F Wind:0.0mph Pressure: 30.00hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-09 06:45:02
Trump 41," Oh dear, apparently endorsing Trump requires that your Twitter usage be dumbed down to his level. https://twitter.com/PRyan/status/740667712511332354 …",2016-06-09 06:42:57
Trump 42, Donald Trump making campaign stop in Las Vegas next week http://bit.ly/218uCNA,2016-06-09 06:40:10
Trump 43," # Trump in 2016 Temp:Crab Orchard, Ky."":71.4°F Wind:0.9mph Pressure: 30.00hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-09 06:40:02
Trump 44," One more from yesterday's event in Westchester, New York. @Trump National Golf Club Westchester https://www.instagram.com/p/BGaRnUNMQTD/",2016-06-09 06:38:49
Trump 45," # Trump in 2016 Temp:Crab Orchard, Ky."":71.6°F Wind:0.9mph Pressure: 30.00hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-09 06:35:02
Trump 46," # Trump in 2016 Temp:Crab Orchard, Ky."":71.6°F Wind:0.0mph Pressure: 30.00hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-09 06:30:02
Trump 47, FUCK DONALD TRUMP @Free Press Summer Festival - FPSF https://www.instagram.com/p/BGaQdg5tX1R_5vpfTBMhDlcMTdux_ugKdotIKE0/ …,2016-06-09 06:29:02
Trump 48, Unity=compromise w/a sys that doesn't work MT @ cvpayne: Trump GOP Unity @ realDonaldTrump @ FordOConnell @ HeyTammyBruce @ EboniKWilliams,2016-06-09 06:26:35
Trump 49," # Trump in 2016 Temp:Crab Orchard, Ky."":71.8°F Wind:0.0mph Pressure: 30.00hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-09 06:25:02
Trump 50, this was without a doubt the funniest anti Trump statement ever.,2016-06-09 06:11:09
